,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,audio_valence
15807,Fix You,82.0,295533.0,0.163,0.209,0.418,0.00195,3.0,0.113,-8.74,1.0,0.0338,138.265,0.123
15808,I Do,61.0,198854.0,0.158,0.623,0.645,0.0,0.0,0.111,-5.407,1.0,0.0334,137.071,0.316
15809,Someone Like You,79.0,285040.0,0.892,0.5589999999999999,0.33,0.0,9.0,0.0975,-8.251,1.0,0.0285,135.109,0.285
15810,Shotgun,93.0,201287.0,0.286,0.672,0.735,0.0,5.0,0.242,-4.7330000000000005,1.0,0.0457,115.741,0.754
15811,Come Together,54.0,166232.0,0.0702,0.69,0.461,2.54e-06,9.0,0.0947,-6.658,1.0,0.0667,96.996,0.387
15812,The One,69.0,232520.0,0.654,0.43,0.5870000000000001,8.83e-05,9.0,0.158,-8.003,1.0,0.0348,156.006,0.332
15813,Perfect Duet (Ed Sheeran & Beyoncé),86.0,259550.0,0.779,0.5870000000000001,0.299,0.0,8.0,0.123,-7.365,1.0,0.0263,94.992,0.356
15814,See You Again,50.0,201094.0,0.0628,0.5539999999999999,0.75,2.15e-05,11.0,0.297,-7.972,1.0,0.0434,153.985,0.38
15815,Scars To Your Beautiful,76.0,230226.0,0.0285,0.573,0.7390000000000001,0.0,0.0,0.111,-5.74,1.0,0.129,97.085,0.451
15816,One Call Away,69.0,194453.0,0.4029999999999999,0.667,0.613,0.0,1.0,0.115,-5.353,1.0,0.0344,91.024,0.47
15817,Empress,62.0,269586.0,1.9e-05,0.529,0.8009999999999999,0.107,0.0,0.0732,-4.526,1.0,0.0321,119.99,0.4539999999999999
15818,A Million Lights,50.0,216333.0,0.132,0.502,0.64,0.0033799999999999,7.0,0.125,-5.964,1.0,0.0257,110.034,0.125
15819,One In A Million,53.0,214989.0,0.000299,0.613,0.813,7.509999999999998e-05,11.0,0.0914,-4.954,0.0,0.0331,130.009,0.846
15820,Take It All Back 2.0,68.0,218355.0,0.00925,0.446,0.8009999999999999,8.840000000000001e-05,0.0,0.13,-6.397,1.0,0.0305,148.071,0.765
15821,Used To Be,52.0,190866.0,0.0617,0.6459999999999999,0.6579999999999999,0.0,7.0,0.0692,-4.678,1.0,0.052,92.001,0.44
15822,Let It Go,76.0,260533.0,0.818,0.546,0.311,1.65e-05,1.0,0.107,-10.396,1.0,0.0288,147.464,0.246
15823,Melody,55.0,184009.0,0.348,0.631,0.816,2.23e-06,0.0,0.163,-3.301,1.0,0.0356,123.018,0.596
15824,Delicate,84.0,232253.0,0.216,0.75,0.4039999999999999,0.000357,9.0,,-10.178,0.0,0.0682,95.045,0.0499
15825,Please Don't Go,78.0,210580.0,0.0118,0.513,0.768,1.94e-05,4.0,0.294,-4.868,0.0,0.0587,84.264,0.235
15826,Need You Like That,56.0,209441.0,0.363,0.467,0.565,1.12e-06,11.0,0.0725,-6.276,1.0,0.0457,147.512,
15827,Nothing to Regret,75.0,208485.0,0.243,0.6970000000000001,0.521,0.0,5.0,0.1889999999999999,-6.519,1.0,0.031,91.998,0.331
15828,Wish You Well,53.0,198709.0,0.526,0.8909999999999999,0.46,0.0,7.0,0.0592,-7.212000000000001,1.0,0.177,92.961,0.532
15829,Story of My Life,78.0,245493.0,0.225,0.6,0.6629999999999999,0.0,3.0,0.119,-5.8020000000000005,1.0,,121.07,0.286
15830,Take Me to Church,61.0,241693.0,0.634,0.5660000000000001,0.664,0.0,4.0,0.1159999999999999,-5.303,0.0,0.0464,128.945,0.437
15831,You're Beautiful,48.0,213053.0,0.603,0.679,0.54,1.7e-05,0.0,0.0905,-7.457000000000001,0.0,0.026,81.971,0.449
15832,home ft. WALK THE MOON,62.0,205048.0,0.0371,0.665,0.7090000000000001,0.0,11.0,0.3229999999999999,-3.643,1.0,0.037,100.001,0.841
15833,What About Us,73.0,271519.0,0.0254,0.386,0.594,3.03e-06,1.0,0.0873,-6.186,1.0,0.0565,113.843,0.187
15834,Follow,40.0,185973.0,0.51,0.659,0.732,6.07e-05,9.0,0.111,-8.751,1.0,0.0705,99.959,0.6990000000000001
15835,Be Alright,96.0,196373.0,0.6970000000000001,0.5529999999999999,0.586,0.0,11.0,0.0813,-6.319,1.0,0.0362,126.684,0.4429999999999999
15836,Role Models,59.0,192173.0,0.466,0.653,0.425,0.0,7.0,0.273,-6.252999999999999,1.0,0.0264,101.795,0.484
15837,Lost Boy,79.0,275280.0,0.965,0.71,0.0565,0.0,7.0,0.0889,-15.099,1.0,0.0534,123.994,0.348
15838,Celebrate Life,35.0,235236.0,0.181,0.442,0.39,2.8000000000000003e-05,8.0,0.127,-7.916,1.0,0.0285,99.157,0.247
15839,Rolling in the Deep,75.0,228093.0,0.138,0.73,0.77,0.0,8.0,0.0473,-5.114,1.0,0.0298,104.948,0.507
15840,Take Me To Church,42.0,241688.0,0.634,0.5660000000000001,0.664,0.0,4.0,0.1159999999999999,-5.303,0.0,0.0464,128.945,0.437
15841,Halo,82.0,261640.0,0.272,0.508,0.72,0.0,11.0,0.0563,-5.908,0.0,0.0628,79.983,0.472
15842,I'm Yours,86.0,242186.0,0.595,0.6859999999999999,0.457,0.0,11.0,0.105,-8.322000000000001,1.0,0.0468,150.953,0.718
15843,Royals,80.0,190185.0,0.106,0.616,0.432,0.0,7.0,0.132,-9.546,1.0,0.133,84.77799999999999,0.302
15844,All of Me,85.0,269560.0,0.922,0.422,0.264,0.0,8.0,0.132,-7.064,1.0,0.0322,119.93,0.331
15845,Chandelier,81.0,216120.0,0.0197,0.3989999999999999,0.787,6.07e-05,1.0,0.0685,-2.88,1.0,0.0499,117.089,0.5720000000000001
15846,Counting Stars,76.0,257839.0,0.0654,0.664,0.705,0.0,1.0,0.115,-4.972,0.0,0.0382,122.017,0.477
15847,Shape of You,89.0,233712.0,0.581,0.825,0.652,0.0,1.0,0.0931,-3.1830000000000003,0.0,0.0802,95.977,0.931
15848,Scars To Your Beautiful,76.0,230226.0,0.0285,0.573,0.7390000000000001,0.0,0.0,0.111,-5.74,1.0,0.129,97.085,0.451
15849,New Rules,68.0,209320.0,0.00261,0.762,0.7,1.56e-05,9.0,0.153,-6.021,0.0,0.0694,116.073,0.608
15850,Havana,37.0,216896.0,0.186,0.768,0.517,3.8e-05,7.0,0.104,-4.323,0.0,0.0312,104.992,0.418
15851,Perfect Duet (Ed Sheeran & Beyoncé),86.0,259550.0,0.779,0.5870000000000001,0.299,0.0,8.0,0.123,-7.365,1.0,0.0263,94.992,0.356
15852,Crazy,69.0,180786.0,0.0259,0.8640000000000001,0.474,0.0487,0.0,0.0906,-8.41,0.0,0.0367,111.952,0.602
15853,What About Us,81.0,269600.0,0.0285,0.489,0.588,2.11e-06,1.0,0.0906,-6.1770000000000005,1.0,0.0507,113.617,0.187
15854,Rude (Acoustic),74.0,223854.0,0.358,0.736,0.847,0.0,1.0,0.1009999999999999,-4.287,1.0,0.0756,143.996,0.915
15855,Cheerleader - Felix Jaehn Remix Radio Edit,68.0,180560.0,0.141,0.78,0.68,1.2e-05,4.0,0.138,-6.081,1.0,0.0305,118.026,0.594
15856,Closer,87.0,244960.0,0.414,0.748,0.524,0.0,8.0,0.111,-5.599,1.0,0.0338,95.01,0.6609999999999999
15857,Let Her Go,74.0,252733.0,0.365,0.479,0.545,0.0,7.0,0.0963,-7.346,1.0,0.0688,74.89699999999999,0.244
15858,Radioactive,75.0,186813.0,0.106,0.4479999999999999,0.784,0.000108,9.0,0.6679999999999999,-3.686,1.0,0.0627,136.245,0.236
15859,Ophelia,71.0,160097.0,0.613,0.664,0.573,0.000363,5.0,0.0857,-6.519,1.0,0.0277,76.023,0.5660000000000001
15860,Clandestino,91.0,231920.0,0.39,0.7659999999999999,0.8220000000000001,3.37e-05,1.0,0.349,-4.126,0.0,0.16,165.842,0.8809999999999999
15861,Too Good At Goodbyes,81.0,201000.0,0.615,0.6609999999999999,0.373,0.0,5.0,0.177,-8.249,1.0,0.0505,91.5,0.523
15862,Sorry Not Sorry,84.0,203760.0,0.0223,0.7020000000000001,0.635,0.0,11.0,0.283,-6.917000000000001,0.0,0.265,144.004,0.873
15863,Under The Bridge,83.0,264306.0,0.0576,0.5589999999999999,0.345,0.000105,4.0,0.141,-13.496,1.0,0.0459,84.581,0.4579999999999999
15864,Hello,74.0,295493.0,0.336,0.481,0.451,0.0,5.0,0.0872,-6.095,0.0,0.0347,157.966,0.289
15865,Saturday Sun,75.0,214720.0,0.484,0.637,0.8640000000000001,0.0,8.0,0.222,-4.381,1.0,0.0468,99.995,0.706
15866,Problem,77.0,193920.0,0.0192,0.66,0.805,8.83e-06,1.0,0.159,-5.352,0.0,0.153,103.009,0.625
15867,Despacito (Featuring Daddy Yankee),45.0,228200.0,0.209,0.66,0.7859999999999999,0.0,2.0,0.1119999999999999,-4.757,1.0,0.17,177.833,0.846
15868,Bang Bang,71.0,199320.0,0.283,0.703,0.747,0.0,0.0,0.396,-4.446000000000001,0.0,0.0895,149.974,0.7
15869,Uptown Funk,83.0,269666.0,0.00801,0.856,0.609,8.149999999999999e-05,0.0,0.0344,-7.223,1.0,0.0824,114.988,0.928
15870,Dark Horse,79.0,215672.0,0.00314,0.645,0.585,0.0,6.0,0.165,-6.122000000000001,1.0,0.0513,131.931,0.353
15871,Starving,82.0,181880.0,0.3779999999999999,0.7290000000000001,0.615,0.0,4.0,0.105,-4.238,1.0,0.0647,99.989,0.508
15872,Be Alright,96.0,196373.0,0.6970000000000001,0.5529999999999999,0.586,0.0,11.0,0.0813,-6.319,1.0,0.0362,126.684,0.4429999999999999
15873,Eastside (with Halsey & Khalid),98.0,173799.0,0.555,0.56,0.68,0.0,6.0,0.1159999999999999,-7.648,0.0,0.321,89.391,0.319
15874,Pompeii,41.0,214147.0,0.074,0.682,0.7140000000000001,0.0,9.0,0.278,-6.306,1.0,0.0399,127.443,0.581
15875,Worth It,78.0,224573.0,0.063,0.884,0.765,7.04e-06,8.0,0.118,-3.865,1.0,0.0882,99.987,0.594
15876,Shut Up and Dance,81.0,199080.0,0.00701,0.578,,0.0,1.0,0.257,-3.804,1.0,0.0619,128.03799999999998,0.619
15877,Wake Me Up,86.0,247426.0,0.00346,0.518,0.784,0.00187,2.0,0.171,-5.659,1.0,0.0524,124.102,0.588
15878,Best Day Of My Life,78.0,194240.0,0.0629,0.6729999999999999,0.902,0.000174,2.0,0.0552,-2.378,1.0,0.0347,100.016,0.521
15879,In My Feelings,98.0,217925.0,0.0589,0.835,0.626,6e-05,1.0,0.396,-5.832999999999999,1.0,0.125,91.03,0.35
15880,Boom Clap,62.0,169866.0,0.154,0.659,0.911,0.000304,4.0,0.191,-2.28,1.0,0.0786,91.999,0.5760000000000001
15881,Thunder,34.0,187146.0,0.00683,0.6,0.81,0.21,0.0,0.155,-4.749,1.0,0.0479,167.88,0.298
15882,Let It Go - James Bay Spotify Session 2015,73.0,285866.0,0.879,0.5,0.213,7.37e-06,1.0,0.721,-9.095,1.0,0.0462,140.053,0.37
15883,Believer,30.0,204346.0,0.0524,0.779,0.787,0.0,10.0,0.14,-4.305,0.0,0.108,124.982,0.708
15884,Blurred Lines,76.0,263826.0,0.00373,0.862,0.608,6.14e-06,7.0,0.0856,-4.762,1.0,0.0402,120.002,0.836
15885,Riptide,80.0,204280.0,0.431,0.484,0.731,0.0,1.0,0.151,-6.694,1.0,0.0379,101.654,0.51
15886,Anaconda,66.0,260240.0,0.0668,0.964,0.605,7.78e-06,9.0,0.214,-6.223,1.0,0.179,129.994,0.6459999999999999
15887,Slow Hands,80.0,188174.0,0.0139,0.726,0.431,0.0,0.0,0.054,-6.666,1.0,0.0554,85.889,0.86
15888,The Man,63.0,254880.0,0.0331,0.308,0.769,0.0,11.0,0.214,-7.256,0.0,0.065,81.85300000000001,0.488
15889,Stay (with Alessia Cara),44.0,210090.0,0.2319999999999999,0.679,0.634,0.0,5.0,0.115,-5.024,0.0,0.0654,102.013,0.498
15890,Mirrors,67.0,484146.0,0.2339999999999999,0.574,0.512,0.0,5.0,0.0946,-6.664,0.0,0.0503,76.899,0.512
15891,Budapest,70.0,200733.0,0.0846,0.7170000000000001,0.455,0.0,5.0,0.11,-8.302999999999999,1.0,0.0276,127.81,0.389
15892,Shake It Off,73.0,219200.0,0.0561,0.648,0.785,0.0,7.0,0.148,-5.414,1.0,0.165,160.02,0.943
15893,Over My Head (Cable Car),73.0,236266.0,0.022,0.5920000000000001,0.7290000000000001,0.0,8.0,0.0653,-4.156000000000001,1.0,0.0448,116.03,0.7090000000000001
15894,I Will Wait,71.0,276720.0,0.0103,0.481,0.7659999999999999,0.0067,1.0,0.302,-5.207999999999999,1.0,0.0334,131.143,0.436
15895,Bleeding Love,81.0,262466.0,0.188,0.638,0.6559999999999999,0.0,5.0,0.146,-5.886,1.0,0.0357,104.036,0.225
15896,The Night We Met,79.0,208226.0,0.968,0.441,0.379,0.262,2.0,0.639,-9.545,1.0,0.0449,174.118,0.105
15897,We Can't Stop,78.0,231240.0,0.00882,0.613,0.622,0.0,1.0,0.37,-5.794,0.0,0.0334,80.003,0.484
15898,Drive,76.0,232453.0,0.0562,0.645,0.792,0.0121,4.0,0.119,-7.34,0.0,0.036,90.565,0.6659999999999999
15899,Heart Attack,74.0,210840.0,0.0738,0.504,0.785,0.0,8.0,0.239,-4.802,1.0,0.104,173.968,0.502
15900,Underneath It All - Acoustic Live - German Radio,57.0,226866.0,0.838,0.665,0.253,0.0,4.0,0.168,-7.326,1.0,0.0505,142.252,0.477
15901,I Like Me Better,88.0,197436.0,0.535,0.752,0.505,2.55e-06,9.0,0.104,-7.621,1.0,0.253,91.97,0.419
15902,Don’t Matter To Me,67.0,245786.0,0.497,0.825,0.317,0.0128,10.0,0.11,-12.39,1.0,0.0583,103.001,0.136
15903,Sign of the Times,81.0,340706.0,0.0275,0.516,0.595,0.0,5.0,0.109,-4.63,1.0,0.0313,119.972,0.222
15904,Side To Side,43.0,226160.0,0.0408,0.648,0.738,0.0,6.0,0.292,-5.882999999999999,0.0,0.247,159.145,0.603
15905,Starboy,44.0,230453.0,0.165,0.6809999999999999,0.594,3.49e-06,7.0,0.134,-7.028,1.0,0.282,186.054,0.535
15906,1-800-273-8255,86.0,250173.0,0.57,0.62,0.574,0.0,5.0,0.19,-7.787999999999999,0.0,0.0479,100.021,0.352
15907,That's What I Like,86.0,206693.0,0.013,,0.56,0.0,1.0,0.0944,-4.961,1.0,0.0406,134.066,0.86
15908,Castle on the Hill,83.0,261153.0,0.0232,0.461,0.8340000000000001,1.14e-05,2.0,0.14,-4.868,1.0,0.0989,135.007,0.471
15909,Slow Dancing in a Burning Room,78.0,242000.0,0.573,0.6679999999999999,0.361,0.00506,1.0,0.0805,-8.69,0.0,0.0273,134.15,0.288
15910,Let Me Love You,45.0,205946.0,0.0784,,0.718,1.02e-05,8.0,0.122,-5.309,1.0,0.0576,199.864,0.142
15911,One Dance,47.0,173986.0,0.00784,0.7909999999999999,0.619,0.0042299999999999,1.0,0.351,-5.886,1.0,0.0532,103.989,0.371
15912,Body Like A Back Road,81.0,165386.0,0.4629999999999999,0.731,0.469,1.04e-06,5.0,0.103,-7.226,1.0,0.0326,98.963,0.631
15913,Send My Love (To Your New Lover),75.0,223080.0,0.0415,0.69,0.524,3.16e-06,6.0,0.17,-8.39,0.0,0.103,164.023,0.562
15914,Yellow,83.0,266773.0,0.0023899999999999,0.429,0.6609999999999999,0.00013,11.0,0.2339999999999999,-7.227,1.0,0.0281,173.365,0.285
15915,Million Reasons,82.0,205280.0,0.437,0.665,0.424,0.0,0.0,0.107,-7.837999999999999,1.0,0.0444,129.911,0.134
15916,She Will Be Loved - Acoustic,74.0,276786.0,0.504,0.614,0.509,7.31e-06,11.0,0.696,-9.244,0.0,0.0315,98.137,0.593
15917,Somewhere Only We Know,71.0,236160.0,0.0597,0.447,0.662,2.88e-06,9.0,0.0869,-4.221,1.0,0.0259,172.015,0.307
15918,Shout Out to My Ex,26.0,246240.0,0.0316,0.774,0.7390000000000001,5.95e-06,0.0,0.119,-4.022,1.0,0.0952,126.002,0.823
15919,Meant to Be (feat. Florida Georgia Line),88.0,163870.0,0.047,0.643,0.7829999999999999,0.0,10.0,0.083,-6.457999999999999,1.0,0.0856,154.084,0.579
15920,No One - Acoustic,71.0,259569.0,0.7120000000000001,0.379,0.325,0.0,4.0,0.0997,-5.862,1.0,0.0331,89.79799999999999,0.433
15921,First Time,78.0,193511.0,0.1969999999999999,0.633,0.5920000000000001,0.0,0.0,0.099,-7.245,0.0,0.1119999999999999,90.066,0.679
15922,I Don't Want to Be - Stripped Version,71.0,244333.0,0.142,0.545,0.5820000000000001,0.0,8.0,0.144,-7.377000000000001,1.0,0.0368,147.082,0.536
15923,Boston,70.0,245933.0,0.182,0.4039999999999999,0.5710000000000001,2.08e-05,0.0,0.129,-5.069,1.0,0.0303,147.01,0.29
15924,You're Beautiful,79.0,209493.0,0.633,0.675,0.479,1.76e-05,0.0,0.088,-9.87,0.0,0.0278,81.99799999999999,0.4539999999999999
15925,If I Were a Boy,68.0,249146.0,0.107,0.632,0.518,0.0,6.0,0.354,-6.126,,0.0313,90.007,0.427
15926,A Thousand Miles (Live Acoustic),24.0,278346.0,0.88,0.44,,3.09e-05,11.0,0.108,-7.712000000000001,1.0,0.0279,83.935,0.3289999999999999
15927,Wake Me Up When September Ends,79.0,285653.0,0.023,0.546,0.8140000000000001,0.0,7.0,0.0972,-5.146,1.0,0.0314,104.98,0.146
15928,Lost in My Mind,57.0,259120.0,0.451,0.375,0.546,0.000312,2.0,0.278,-8.16,1.0,0.0294,95.361,0.37
15929,FourFiveSeconds,82.0,188238.0,0.878,0.5760000000000001,0.267,0.0,2.0,0.119,-5.667999999999999,1.0,0.044,205.888,0.326
15930,September,82.0,214826.0,0.114,0.6970000000000001,0.809,0.000521,9.0,0.183,-8.197000000000001,1.0,0.0302,125.941,0.98
15931,Stand By Me,80.0,180055.0,0.57,0.65,0.306,7.07e-06,9.0,0.0707,-9.443,1.0,0.0393,118.068,0.605
15932,I Wanna Dance with Somebody (Who Loves Me),82.0,291293.0,0.207,0.7090000000000001,0.8240000000000001,0.000307,1.0,0.0888,-8.824,1.0,0.0453,118.814,0.867
15933,Walking On Sunshine,79.0,238733.0,0.0116,0.596,0.8690000000000001,0.173,10.0,0.0678,-11.97,1.0,0.037,109.902,0.944
15934,Footloose,74.0,226826.0,0.0984,0.583,0.905,0.0001899999999999,2.0,0.0593,-6.132000000000001,1.0,0.0733,173.982,0.6459999999999999
15935,Crazy,78.0,177466.0,0.0505,0.855,0.5870000000000001,0.00714,8.0,0.105,-4.589,1.0,0.0336,111.97,0.64
15936,Don't Stop Believin',73.0,248200.0,0.254,0.495,0.7809999999999999,0.0,4.0,0.395,-8.109,1.0,0.0413,119.206,0.473
15937,Uptown Girl,78.0,197706.0,0.0747,0.701,0.943,0.0,4.0,0.601,-2.986,1.0,0.0456,128.99200000000002,
15938,Dancing in the Moonlight,71.0,233373.0,0.0528,0.639,0.845,0.0,10.0,0.336,-3.333,,0.0372,119.485,0.871
15939,Don't Go Breaking My Heart,21.0,274266.0,0.173,0.7290000000000001,0.846,2.18e-06,5.0,0.0811,-8.841000000000001,1.0,0.0358,131.472,0.747
15940,9 to 5,75.0,162466.0,0.416,0.5539999999999999,0.7829999999999999,1.54e-06,6.0,0.631,-5.852,1.0,0.0457,105.39,0.813
15941,Here Comes The Sun - Remastered,43.0,185733.0,0.0339,0.557,0.54,0.00248,9.0,0.179,-10.484000000000002,1.0,0.0347,129.171,0.3939999999999999
15942,I WILL SURVIVE,63.0,197412.0,0.126,0.772,0.794,0.000553,9.0,0.322,-9.208,0.0,0.0632,116.959,0.638
15943,Don't Stop Me Now - Remastered,81.0,209413.0,0.0475,0.5589999999999999,0.868,0.000176,5.0,0.7759999999999999,-5.276,1.0,0.17,156.295,0.609
15944,You Make My Dreams,79.0,190626.0,0.2339999999999999,0.7509999999999999,0.501,0.1119999999999999,5.0,0.0467,-12.151,1.0,0.0552,167.058,0.902
15945,We Are Family,68.0,216733.0,0.3,0.784,0.893,1.57e-05,7.0,0.272,-5.153,0.0,0.0923,118.738,0.8190000000000001
15946,Sweet Dreams (Are Made of This) - Remastered,83.0,216933.0,0.2269999999999999,0.6920000000000001,0.711,0.0,0.0,0.12,-7.497999999999999,0.0,0.0317,125.135,0.875
15947,I Want It That Way,80.0,213600.0,0.216,0.6890000000000001,0.7020000000000001,0.0,6.0,0.159,-5.642,0.0,0.0261,99.031,0.484
15948,Shut Up and Dance,81.0,199080.0,0.00701,0.578,0.866,0.0,1.0,0.257,-3.804,1.0,0.0619,128.03799999999998,0.619
15949,Take on Me,16.0,225920.0,0.0163,0.534,0.872,0.0017399999999999,6.0,0.0924,-9.156,0.0,0.0498,169.088,0.8590000000000001
15950,If I Could Turn Back Time,72.0,239826.0,0.244,0.654,0.5660000000000001,0.0,11.0,0.123,-10.313,1.0,0.0268,108.293,0.527
15951,How Will I Know,71.0,275533.0,0.201,0.8320000000000001,0.544,0.000139,6.0,0.632,-12.697,1.0,0.0442,119.49,0.928
15952,All Star,83.0,200373.0,0.0319,0.731,0.861,0.0,11.0,0.0829,-5.881,1.0,0.0323,104.034,0.78
15953,This Love,40.0,206200.0,0.0551,0.7140000000000001,0.868,0.0,5.0,0.0987,-4.596,0.0,0.0363,95.05,0.78
15954,Jump - 2015 Remastered Version,78.0,241599.0,0.171,0.5720000000000001,0.835,0.000376,0.0,0.0702,-6.218999999999999,1.0,0.0317,129.994,0.7959999999999999
15955,Holiday,65.0,231560.0,0.0251,0.813,0.6990000000000001,0.0135,7.0,0.0527,-8.656,1.0,0.0458,117.548,0.732
15956,Don't Stop 'Til You Get Enough - Single Version,77.0,365466.0,0.126,0.878,0.821,0.0461,11.0,0.183,-9.875,1.0,0.089,118.881,0.947
15957,Material Girl,73.0,240280.0,0.3329999999999999,0.742,0.883,7.51e-06,0.0,0.0964,-3.419,1.0,0.0329,136.506,0.978
15958,Shape of You,81.0,233712.0,0.581,0.825,0.652,0.0,1.0,0.0931,-3.1830000000000003,0.0,0.0802,95.977,0.931
15959,I'm Gonna Be (500 Miles),77.0,219466.0,0.151,0.851,0.551,0.0,4.0,0.0827,-5.1770000000000005,1.0,0.0396,131.922,0.807
15960,You Can't Hurry Love,34.0,175346.0,0.0674,0.639,0.923,0.0,7.0,0.0879,-5.707999999999999,1.0,0.032,97.874,0.7609999999999999
15961,FourFiveSeconds,42.0,188238.0,0.868,0.579,0.268,0.0,2.0,0.12,-5.65,1.0,0.0442,205.903,0.321
15962,Come Together - Remastered 2009,79.0,259946.0,0.0302,0.5329999999999999,0.376,0.248,9.0,0.0926,-11.913,0.0,0.0393,165.007,0.187
15963,Should I Stay or Should I Go - Remastered,79.0,188986.0,0.079,0.742,0.833,0.0,2.0,0.384,-6.462999999999999,1.0,0.115,113.375,0.816
15964,Hey Ya! - Radio Mix / Club Mix,75.0,235213.0,0.0588,0.7190000000000001,0.967,0.000249,0.0,0.206,-2.435,1.0,0.0552,79.505,0.964
15965,Come On Eileen,32.0,205933.0,0.1969999999999999,0.41,0.8740000000000001,0.0,0.0,0.0843,-4.2860000000000005,1.0,0.0907,107.08,0.8240000000000001
15966,It's Not Unusual,68.0,119800.0,0.579,0.518,0.7170000000000001,0.0,0.0,0.198,-10.014,1.0,0.06,92.492,0.921
15967,Crazy in Love,65.0,249106.0,0.000553,0.6459999999999999,0.72,7.61e-06,7.0,0.0556,-7.063,1.0,0.206,99.259,0.64
15968,"Hey, Soul Sister",77.0,216666.0,0.217,0.675,0.885,0.0,1.0,0.086,-4.432,0.0,0.0436,97.03,0.768
15969,Mr. Brightside,27.0,222075.0,0.00113,0.351,0.928,0.0,1.0,0.0988,-3.71,1.0,0.0759,148.03,0.239
15970,You Can Call Me Al,75.0,280000.0,,0.7759999999999999,0.763,0.0065,5.0,0.077,-8.124,1.0,0.0535,128.433,0.82
15971,Hips Don't Lie,84.0,218093.0,0.284,0.778,0.8240000000000001,0.0,10.0,0.405,-5.892,0.0,0.0712,100.024,0.7559999999999999
15972,I'm Yours,86.0,242186.0,0.595,0.6859999999999999,0.457,0.0,11.0,0.105,-8.322000000000001,1.0,0.0468,150.953,0.718
15973,I Kissed A Girl,54.0,179640.0,0.00223,0.6990000000000001,0.76,0.0,5.0,0.132,-3.173,1.0,0.0677,129.996,0.696
15974,We Didn't Start the Fire,71.0,287733.0,0.0771,0.7120000000000001,0.967,0.0,7.0,0.356,-5.206,1.0,0.047,145.024,0.895
15975,Rolling in the Deep,60.0,228093.0,0.138,0.73,0.77,0.0,8.0,0.0473,-5.114,1.0,0.0298,104.948,0.507
15976,Fame,30.0,313453.0,0.135,0.703,0.604,4.73e-06,0.0,0.0688,-13.195,0.0,0.0334,130.648,0.939
15977,Ex's & Oh's,75.0,202173.0,0.0183,0.612,0.921,0.0,7.0,0.0576,-2.879,1.0,0.0848,139.986,0.4529999999999999
15978,Forget You,59.0,222733.0,0.134,0.696,0.875,0.0,0.0,0.159,-3.682,1.0,0.0649,127.39,0.772
15979,Wake Me Up - Radio Edit,49.0,247426.0,0.0038,0.532,0.7829999999999999,0.0012,2.0,0.161,-5.697,1.0,0.0523,124.08,0.643
15980,Wannabe,81.0,173026.0,0.1009999999999999,0.768,0.8640000000000001,0.0,11.0,0.162,-6.145,1.0,0.0324,110.008,0.8909999999999999
15981,You Sexy Thing,73.0,244920.0,0.522,0.7909999999999999,0.7340000000000001,0.00165,5.0,0.1669999999999999,-5.464,1.0,0.0629,105.854,0.962
15982,Hot N Cold,61.0,223226.0,8.1e-05,0.7020000000000001,0.8390000000000001,0.0,7.0,0.072,-3.992,1.0,0.0439,132.007,0.856
15983,The Lazy Song,74.0,190213.0,0.332,0.738,0.804,0.0,11.0,0.2789999999999999,-3.851,1.0,0.0621,174.94299999999998,0.949
15984,Oops!...I Did It Again,77.0,211160.0,0.3,0.7509999999999999,0.8340000000000001,1.77e-05,1.0,0.355,-5.444,0.0,0.0437,95.053,0.894
15985,Viva La Vida,81.0,242373.0,0.0941,0.485,0.619,3.31e-06,5.0,0.109,-7.115,0.0,0.0289,138.017,0.416
15986,Shake It Off,62.0,,0.0647,0.647,0.8,0.0,7.0,0.3339999999999999,-5.384,1.0,0.165,160.078,0.942
15987,Billie Jean,84.0,293826.0,0.0236,0.92,0.654,0.0158,11.0,0.0359,-3.051,0.0,0.0401,117.046,0.847
15988,Uptown Funk,83.0,269666.0,0.00801,0.856,0.609,8.149999999999999e-05,0.0,0.0344,-7.223,1.0,0.0824,114.988,0.928
15989,Africa,22.0,296173.0,0.1939999999999999,0.687,0.5920000000000001,0.0004849999999999,9.0,0.0502,-9.112,1.0,0.0295,92.782,0.7120000000000001
15990,Stayin' Alive - 2007 Remastered Version Saturday Night Fever,24.0,285373.0,0.0291,0.7040000000000001,0.8340000000000001,0.00492,10.0,0.147,-7.131,0.0,0.0358,103.555,0.923
15991,You Give Love A Bad Name,37.0,223146.0,0.0528,0.53,0.964,4.84e-06,0.0,0.372,-2.571,0.0,0.0553,122.807,0.823
15992,The Best - Edit,70.0,250133.0,0.0149,0.6809999999999999,0.83,0.00376,0.0,0.214,-6.087999999999999,1.0,0.0271,103.777,0.8170000000000001
15993,Escape (The Pina Colada Song),68.0,276413.0,0.357,0.818,0.6920000000000001,9.42e-06,0.0,0.127,-8.79,1.0,0.0529,139.695,0.934
15994,Rehab,38.0,213760.0,0.0473,0.434,0.872,1.83e-06,0.0,0.396,-2.974,1.0,0.0702,71.515,0.732
15995,Call Me Maybe,75.0,193400.0,0.0162,0.782,0.6,1.81e-06,7.0,0.108,-6.532,1.0,0.0416,120.05,0.612
